"VOCABULARY_ID","id","ICD_CODE","ICD_DESCRIPTION","PheCode","PheCode_Description"
"ICD9CM",311,"012.33","Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",312,"013.33","Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD10CM",313,"A18.31","Tuberculous peritonitis","010","Tuberculosis"
"ICD10CM",314,"A18.4","Tuberculosis of skin and subcutaneous tissue","010","Tuberculosis"
"ICD9CM",315,"011.41","Tuberculous fibrosis of lung, bacteriological or histological examination not done","010","Tuberculosis"
"ICD10CM",316,"A18.50","Tuberculosis of eye, unspecified","010","Tuberculosis"
"ICD9CM",317,"010.92","Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",318,"A15","Respiratory tuberculosis","010","Tuberculosis"
"ICD10CM",319,"A15.0","Tuberculosis of lung","010","Tuberculosis"
"ICD9CM",320,"011.45","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD10CM",321,"A15.5","Tuberculosis of larynx, trachea and bronchus","010","Tuberculosis"
"ICD9CM",322,"014.05","Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",323,"013.31","Tuberculous abscess of brain, bacteriological or histological examination not done","010","Tuberculosis"
"ICD10CM",324,"A15.7","Primary respiratory tuberculosis","010","Tuberculosis"
"ICD9CM",325,"011.51","Tuberculous bronchiectasis, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",326,"011.52","Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",327,"A18.32","Tuberculous enteritis","010","Tuberculosis"
"ICD9CM",328,"010.90","Primary tuberculous infection, unspecified, unspecified","010","Tuberculosis"
"ICD9CM",329,"010.14","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",330,"A18.83","Tuberculosis of digestive tract organs, not elsewhere classified","010","Tuberculosis"
"ICD9CM",331,"015","Tuberculosis of bones and joints","010","Tuberculosis"
"ICD10CM",332,"A17.82","Tuberculous meningoencephalitis","010","Tuberculosis"
"ICD9CM",333,"010.00","Primary tuberculous infection, unspecified","010","Tuberculosis"
"ICD9CM",334,"010.01","Primary tuberculous infection, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",335,"015.00","Tuberculosis of vertebral column, unspecified","010","Tuberculosis"
"ICD9CM",336,"015.01","Tuberculosis of vertebral column, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",337,"011.65","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",338,"015.03","Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",339,"015.04","Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",340,"014.82","Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",341,"011.54","Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",342,"012.80","Other specified respiratory tuberculosis, unspecified","010","Tuberculosis"
"ICD10CM",343,"A18.10","Tuberculosis of genitourinary system, unspecified","010","Tuberculosis"
"ICD9CM",344,"012.24","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",345,"011.8","Other specified pulmonary tuberculosis","010","Tuberculosis"
"ICD9CM",346,"011.76","Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",347,"011.80","Other specified pulmonary tuberculosis, unspecified","010","Tuberculosis"
"ICD9CM",348,"015.15","Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",349,"015.16","Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",350,"011.82","Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",351,"012.32","Tuberculous laryngitis, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",352,"015.21","Tuberculosis of knee, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",353,"013.34","Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",354,"010.9","Primary tuberculous infection, unspecified type","010","Tuberculosis"
"ICD10CM",355,"A18.82","Tuberculosis of other endocrine glands","010","Tuberculosis"
"ICD9CM",356,"013.4","Tuberculoma of spinal cord","010","Tuberculosis"
"ICD9CM",357,"013.40","Tuberculoma of spinal cord, unspecified","010","Tuberculosis"
"ICD9CM",358,"011.42","Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",359,"013.42","Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",360,"013.43","Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",361,"013.44","Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",362,"010.96","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",363,"011.50","Tuberculous bronchiectasis, unspecified","010","Tuberculosis"
"ICD9CM",364,"013.5","Tuberculous abscess of spinal cord","010","Tuberculosis"
"ICD9CM",365,"015.56","Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",366,"014.81","Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",367,"015.60","Tuberculosis of mastoid, unspecified","010","Tuberculosis"
"ICD9CM",368,"013.36","Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",369,"015.62","Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",370,"A17.1","Meningeal tuberculoma","010","Tuberculosis"
"ICD10CM",371,"A17.8","Other tuberculosis of nervous system","010","Tuberculosis"
"ICD9CM",372,"014.86","Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",373,"015.66","Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",374,"015.7","Tuberculosis of other specified bone","010","Tuberculosis"
"ICD10CM",375,"A17.89","Other tuberculosis of nervous system","010","Tuberculosis"
"ICD9CM",376,"015.71","Tuberculosis of other specified bone, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",377,"015.72","Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",378,"A18.0","Tuberculosis of bones and joints","010","Tuberculosis"
"ICD10CM",379,"A18.01","Tuberculosis of spine","010","Tuberculosis"
"ICD9CM",380,"011.70","Tuberculous pneumothorax, unspecified","010","Tuberculosis"
"ICD10CM",381,"A17","Tuberculosis of nervous system","010","Tuberculosis"
"ICD9CM",382,"013.21","Tuberculoma of brain, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",383,"017.91","Tuberculosis of other specified organs, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",384,"012.23","Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",385,"015.12","Tuberculosis of hip, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",386,"015.13","Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",387,"015.14","Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",388,"A18.14","Tuberculosis of prostate","010","Tuberculosis"
"ICD9CM",389,"015.86","Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",390,"015.2","Tuberculosis of knee","010","Tuberculosis"
"ICD9CM",391,"015.90","Tuberculosis of unspecified bones and joints, unspecified","010","Tuberculosis"
"ICD9CM",392,"015.91","Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",393,"015.22","Tuberculosis of knee, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",394,"013.35","Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",395,"015.24","Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",396,"015.25","Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",397,"015.26","Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",398,"015.5","Tuberculosis of limb bones","010","Tuberculosis"
"ICD9CM",399,"010.93","Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",400,"010.94","Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",401,"A15.4","Tuberculosis of intrathoracic lymph nodes","010","Tuberculosis"
"ICD9CM",402,"016.02","Tuberculosis of kidney, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",403,"013.45","Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",404,"011.5","Tuberculous bronchiectasis","010","Tuberculosis"
"ICD9CM",405,"016.05","Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",406,"015.6","Tuberculosis of mastoid","010","Tuberculosis"
"ICD9CM",407,"013.51","Tuberculous abscess of spinal cord, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",408,"011.53","Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",409,"016.11","Tuberculosis of bladder, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",410,"011.55","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",411,"011.56","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD10CM",412,"A18.84","Tuberculosis of heart","010","Tuberculosis"
"ICD10CM",413,"A18.85","Tuberculosis of spleen","010","Tuberculosis"
"ICD10CM",414,"A18.89","Tuberculosis of other sites","010","Tuberculosis"
"ICD9CM",415,"011.62","Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",416,"A19.0","Acute miliary tuberculosis of a single specified site","010","Tuberculosis"
"ICD9CM",417,137.2,"Late effects of genitourinary tuberculosis","010","Tuberculosis"
"ICD9CM",418,137.3,"Late effects of tuberculosis of bones and joints","010","Tuberculosis"
"ICD9CM",419,"011.66","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",420,"016.24","Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",421,"011.72","Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",422,"A18.09","Other musculoskeletal tuberculosis","010","Tuberculosis"
"ICD9CM",423,"015.80","Tuberculosis of other specified joint, unspecified","010","Tuberculosis"
"ICD9CM",424,"013.22","Tuberculoma of brain, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD10CM",425,"A18.11","Tuberculosis of kidney and ureter","010","Tuberculosis"
"ICD10CM",426,"A18.12","Tuberculosis of bladder","010","Tuberculosis"
"ICD9CM",427,"013.25","Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",428,"017.95","Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",429,"017.96","Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",430,"015.9","Tuberculosis of unspecified bones and joints","010","Tuberculosis"
"ICD9CM",431,"016.4","Tuberculosis of epididymis","010","Tuberculosis"
"ICD9CM",432,"016.40","Tuberculosis of epididymis, unspecified","010","Tuberculosis"
"ICD9CM",433,"015.92","Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",434,"010.86","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",435,"015.94","Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",436,"015.95","Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD9CM",437,"015.96","Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",438,"016","Tuberculosis of genitourinary system","010","Tuberculosis"
"ICD9CM",439,"013.41","Tuberculoma of spinal cord, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",440,"016.00","Tuberculosis of kidney, unspecified","010","Tuberculosis"
"ICD9CM",441,"016.01","Tuberculosis of kidney, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",442,"014.03","Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",443,"014.04","Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD9CM",444,"016.54","Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
